1,4-alpha-glucan branching enzyme 1	GBE1	GLGB_HUMAN
""	Krtap12-1	KR121_MOUSE
""	Krtap13	O88375_MOUSE
""	Krtap13-1	Q8K198_MOUSE
""	Krtap14	J3QNN7_MOUSE
""	Krtap14	KRA14_MOUSE
""	Krtap15	F6Z3P4_MOUSE
""	Krtap15	KR151_MOUSE
""	Krtap16-1	KR161_MOUSE
""	Krtap16-3	KR163_MOUSE
""	Krtap17-1	A2A5X6_MOUSE
""	Krtap19-1	G3XA43_MOUSE
""	Krtap19-1	KR191_MOUSE
""	Krtap19-2	KR192_MOUSE
""	Krtap19-3	KR193_MOUSE
""	Krtap19-4	KR194_MOUSE
""	Krtap19-5	F8VQ65_MOUSE
""	Krtap19-5	KR195_MOUSE
""	Krtap19-9b	K199B_MOUSE
""	Krtap2-4	Q9D3H4_MOUSE
""	Krtap20-2	E9Q0A8_MOUSE
""	Krtap21-1	B9EK12_MOUSE
""	Krtap21-1	KR211_MOUSE
""	Krtap22-2	J3QNX6_MOUSE
""	Krtap24-1	G3X9A2_MOUSE
""	Krtap26-1	KR261_MOUSE
""	Krtap27-1	E9PX37_MOUSE
""	Krtap28-10	A0A1Y7VP58_MOUSE
""	Krtap28-13	A0A087WQP5_MOUSE
""	Krtap29-1	KR291_MOUSE
""	Krtap3-1	KRA31_MOUSE
""	Krtap3-2	KRA32_MOUSE
""	Krtap3-3	KRA33_MOUSE
""	Krtap31-1	Q9D644_MOUSE
""	Krtap31-2	Q8CAY5_MOUSE
""	Krtap4-1	Q3UUY3_MOUSE
""	Krtap4-13	Q9D7P3_MOUSE
""	Krtap4-16	Q91W93_MOUSE
""	Krtap4-2	B1AQ85_MOUSE
""	Krtap4-2	B2RU49_MOUSE
""	Krtap4-2	Q9D122_MOUSE
""	Krtap4-6	Q3V4B7_MOUSE
""	Krtap4-7	Q14C04_MOUSE
""	Krtap4-7	Q9D732_MOUSE
""	Krtap4-8	B1AQA8_MOUSE
""	Krtap4-9	B1AQA9_MOUSE
""	Krtap5-1	J3QK63_MOUSE
""	Krtap5-1	KRA51_MOUSE
""	Krtap5-1	KRA51_MOUSE
""	Krtap5-2	A0A087WRV2_MOUSE
""	Krtap5-2	E9QML2_MOUSE
""	Krtap5-2	KRA52_MOUSE
""	Krtap5-3	A0A087WSN0_MOUSE
""	Krtap5-3	E9QPH6_MOUSE
""	Krtap5-3	KRA53_MOUSE
""	Krtap5-4	KRA54_MOUSE
""	Krtap5-5	KRA55_MOUSE
""	Krtap6-1	O09048_MOUSE
""	Krtap6-2	A0A087WP75_MOUSE
""	Krtap6-2	KRA62_MOUSE
""	Krtap6-3	A0A087WQL6_MOUSE
""	Krtap6-3	F6T6A9_MOUSE
""	Krtap6-5	KRA65_MOUSE
""	Krtap7-1	KRA71_MOUSE
""	Krtap8-1	KRA81_MOUSE
""	Krtap9-1	Q64526_MOUSE
""	Krtap9-3	KRA93_MOUSE
""	Krtap9-5	A2A5X3_MOUSE
""	Krtcap2	A0A0A0MQN1_MOUSE
""	Krtcap2	KTAP2_MOUSE
""	Krtcap3	I6L973_MOUSE
""	Krtcap3	KCP3_MOUSE
""	Krtcap3	KCP3_MOUSE
""	Krtdap	A0A087WR64_MOUSE
""	Krtdap	A0A087WRR2_MOUSE
""	Krtdap	B7ZNU6_MOUSE
""	Krtdap	KTDAP_MOUSE
""	Krtdap	KTDAP_MOUSE
""	Ksr1	A0A2I3BR95_MOUSE
""	Ksr1	KSR1_MOUSE
""	Ksr1	KSR1_MOUSE
""	Ksr1	Q3UV75_MOUSE
""	Ksr1	Q5SXE4_MOUSE
""	Ksr2	A0A075EIS2_MOUSE
""	Ksr2	A5X3G4_MOUSE
""	Ksr2	C4IXV3_MOUSE
""	Ksr2	KSR2_MOUSE
""	Ksr2	M0QW59_MOUSE
""	Kti12	KTI12_MOUSE
""	Ktn1	A0A087WNW3_MOUSE
""	Ktn1	A0A087WP14_MOUSE
""	Ktn1	A0A087WP48_MOUSE
""	Ktn1	A0A087WP85_MOUSE
""	Ktn1	A0A087WPW5_MOUSE
""	Ktn1	A0A087WPX0_MOUSE
""	Ktn1	A0A087WPY8_MOUSE
""	Ktn1	A0A087WQ25_MOUSE
""	Ktn1	A0A087WQD0_MOUSE
""	Ktn1	A0A087WQF8_MOUSE
""	Ktn1	A0A087WQG4_MOUSE
""	Ktn1	A0A087WQI3_MOUSE
""	Ktn1	A0A087WQQ5_MOUSE
""	Ktn1	A0A087WRS1_MOUSE
""	Ktn1	A0A087WS04_MOUSE
""	Ktn1	A0A087WS23_MOUSE
""	Ktn1	A0A087WS29_MOUSE
""	Ktn1	F8VQC7_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Ktn1	KTN1_MOUSE
""	Kxd1	D3YWA5_MOUSE
""	Kxd1	E9QNP0_MOUSE
""	Kxd1	G3X9Z9_MOUSE
""	Kxd1	KXDL1_MOUSE
""	Ky	F8VQF8_MOUSE
""	Ky	KY_MOUSE
""	Ky	KY_MOUSE
""	Ky	Q8CBK4_MOUSE
""	Kyat1	A2AQY8_MOUSE
""	Kyat1	A2AQY9_MOUSE
""	Kyat1	KAT1_MOUSE
""	Kyat3	D6RJ70_MOUSE
""	Kyat3	KAT3_MOUSE
""	Kyat3	KAT3_MOUSE
""	Kynu	A2ARD6_MOUSE
""	Kynu	A2ARD7_MOUSE
""	Kynu	KYNU_MOUSE
""	Kynu	Q3V3G5_MOUSE
""	Kynu	Q6NSV5_MOUSE
""	Kynu	Q8R0F7_MOUSE
""	L1cam	A2AFG7_MOUSE
""	L1cam	A2AFG8_MOUSE
""	L1cam	L1CAM_MOUSE
""	L1cam	Q6PGJ3_MOUSE
""	L1td1	G3UYN0_MOUSE
""	L1td1	LITD1_MOUSE
""	L2hgdh	L2HDH_MOUSE
""	L3hypdh	T3HPD_MOUSE
""	L3mbtl1	LMBL1_MOUSE
""	L3mbtl1	Q14AY0_MOUSE
""	L3mbtl2	G3UY70_MOUSE
""	L3mbtl2	LMBL2_MOUSE
""	L3mbtl2	Q3U164_MOUSE
""	L3mbtl2	Q80XB0_MOUSE
""	L3mbtl2	Q80XB1_MOUSE
""	L3mbtl3	LMBL3_MOUSE
""	L3mbtl3	LMBL3_MOUSE
""	L3mbtl3	LMBL3_MOUSE
""	L3mbtl3	Q8BMN8_MOUSE
""	L3mbtl4	D3YW39_MOUSE
""	L3mbtl4	D6REI4_MOUSE
""	L3mbtl4	LMBL4_MOUSE
""	L3mbtl4	LMBL4_MOUSE
""	LILRA3	LIRA3_HUMAN
""	LILRA3	LIRA3_HUMAN
""	LILRA3	LIRA3_HUMAN
""	LINC02991	Q6ZRZ1_HUMAN
""	LOC100288966	POTED_HUMAN
""	LOC100653049	A0A140TA62_HUMAN
""	LOC100653049	KRT34_HUMAN
""	LOC100996709	A0A087WY76_HUMAN
""	LOC100996709	ARL17_HUMAN
""	LOC100996709	ARL17_HUMAN
""	LOC100996709	ARL17_HUMAN
""	LOC100996709	I3L1V5_HUMAN
""	LOC100996709	I3L3L1_HUMAN
""	LOC102723502	A0A0G2JMU2_HUMAN
""	LOC102723502	A0A0G2JQB7_HUMAN
""	LOC102723532	A0A0G2JNH3_HUMAN
""	LOC102723532	OR4N4_HUMAN
""	LOC102723655	T53G3_HUMAN
""	LOC102723655	T53G3_HUMAN
""	LOC102723655	T53G3_HUMAN
""	LOC102723713	T53G3_HUMAN
""	LOC102723713	T53G3_HUMAN
""	LOC102723713	T53G3_HUMAN
""	LOC102724334	H2BFS_HUMAN
""	LOC102725035	A0A0G2JM46_HUMAN
""	LOC102725035	A0A0G2JMZ3_HUMAN
""	LOC102725035	LIRB3_HUMAN
""	LOC102725035	LIRB3_HUMAN
""	LOC102725035	LIRB3_HUMAN
""	LOC105372824	A0A0B4J2C9_HUMAN
""	LOC107984156	A0A0G2JRB5_HUMAN
""	LOC107985149	Q6ZNW8_HUMAN
""	LOC107985773	Q57Z89_HUMAN
""	LOC107987235	YP021_HUMAN
""	LOC107987373	A8MYK1_HUMAN
""	LOC107987425	A0A0G2JLT7_HUMAN
""	LOC107987425	A0A0G2JN67_HUMAN
""	LOC107987425	A0A0G2JNB3_HUMAN
""	LOC107987462	A0A0G2JMM1_HUMAN
""	LOC107987462	LIRB3_HUMAN
""	LOC107987462	LIRB3_HUMAN
""	LOC107987462	LIRB3_HUMAN
""	LOC107987478	Q38LG2_HUMAN
""	LOC107987479	Q38LG2_HUMAN
""	LOC391322	A0A0F7RQT4_HUMAN
""	LRP5L	LRP5L_HUMAN
""	LRP5L	LRP5L_HUMAN
""	LRRC29	LRC29_HUMAN
""	LTO1	D3Z5L0_MOUSE
""	LTO1	LTO1_MOUSE
""	LTO1	Q3TF33_MOUSE
""	LTO1	Q3TIU0_MOUSE
""	LTO1	Q8BQU0_MOUSE
""	Lacc1	LACC1_MOUSE
""	Lacc1	Q8BKC3_MOUSE
""	Lactb	A0A1L1SVF9_MOUSE
""	Lactb	LACTB_MOUSE
""	Lactb	Q80UJ8_MOUSE
""	Lactb2	LACB2_MOUSE
""	Lactbl1	S4R213_MOUSE
""	Lad1	LAD1_MOUSE
""	Lad1	Q8R3D5_MOUSE
""	Lag3	LAG3_MOUSE
""	Lage3	J3JS94_MOUSE
""	Lage3	LAGE3_MOUSE
""	Lage3	Q8R2R7_MOUSE
""	Lair1	G8JL64_MOUSE
""	Lair1	LAIR1_MOUSE
""	Lair1	LAIR1_MOUSE
""	Lair1	LAIR1_MOUSE
""	Lair1	LAIR1_MOUSE
""	Lair1	LAIR1_MOUSE
""	Lalba	LALBA_MOUSE
""	Lama1	LAMA1_MOUSE
""	Lama2	A0A087WRP2_MOUSE
""	Lama2	LAMA2_MOUSE
""	Lama2	Q8C9J2_MOUSE
""	Lama3	LAMA3_MOUSE
""	Lama3	LAMA3_MOUSE
""	Lama4	LAMA4_MOUSE
""	Lama5	LAMA5_MOUSE
""	Lamb1	B9EKB0_MOUSE
""	Lamb1	E9QN70_MOUSE
""	Lamb1	LAMB1_MOUSE
""	Lamb1	Q0V927_MOUSE
""	Lamb1	Q3UHL7_MOUSE
""	Lamb1	Q3UR38_MOUSE
""	Lamb2	LAMB2_MOUSE
""	Lamb3	LAMB3_MOUSE
""	Lamc1	F8VQJ3_MOUSE
""	Lamc1	LAMC1_MOUSE
""	Lamc1	Q3UNG0_MOUSE
""	Lamc2	G5E874_MOUSE
""	Lamc2	LAMC2_MOUSE
""	Lamc2	Q3UI29_MOUSE
""	Lamc3	LAMC3_MOUSE
""	Lamp1	LAMP1_MOUSE
""	Lamp1	Q3TX84_MOUSE
""	Lamp1	Q8VH34_MOUSE
""	Lamp1	Q9DC13_MOUSE
""	Lamp2	LAMP2_MOUSE
""	Lamp2	LAMP2_MOUSE
""	Lamp2	LAMP2_MOUSE
""	Lamp2	Q3TWE1_MOUSE
""	Lamp2	Q3UIW3_MOUSE
""	Lamp2	Q8C5K0_MOUSE
""	Lamp2	Q8C876_MOUSE
""	Lamp2	Q9CZU7_MOUSE
""	Lamp3	LAMP3_MOUSE
""	Lamp3	Q8BZW9_MOUSE
""	Lamp5	LAMP5_MOUSE
""	Lamtor1	A0A0A6YX02_MOUSE
""	Lamtor1	LTOR1_MOUSE
""	Lamtor2	D3YTS4_MOUSE
""	Lamtor2	LTOR2_MOUSE
""	Lamtor3	LTOR3_MOUSE
""	Lamtor3	Q3TX23_MOUSE
""	Lamtor3-ps	A6NAU3_MOUSE
""	Lamtor3-ps	K7N6X2_MOUSE
""	Lamtor4	LTOR4_MOUSE
""	Lamtor5	G3UW70_MOUSE
""	Lamtor5	LTOR5_MOUSE
""	Lancl1	LANC1_MOUSE
""	Lancl2	LANC2_MOUSE
""	Lancl3	LANC3_MOUSE
""	Lancl3	LANC3_MOUSE
""	Lao1	B1ARV3_MOUSE
""	Lao1	Q8VEN4_MOUSE
""	Lao1	Q9JJK6_MOUSE
""	Lap3	AMPL_MOUSE
""	Lap3	AMPL_MOUSE
""	Laptm4a	E9QLR3_MOUSE
""	Laptm4a	LAP4A_MOUSE
""	Laptm4a	LAP4A_MOUSE
""	Laptm4a	Q8BG66_MOUSE
""	Laptm4a	Q9CRX2_MOUSE
""	Laptm4b	A0A2I3BQX5_MOUSE
""	Laptm4b	LAP4B_MOUSE
""	Laptm5	LAPM5_MOUSE
""	Laptm5	Q3TAZ4_MOUSE
""	Laptm5	Q3TBE8_MOUSE
""	Laptm5	Q3TBF2_MOUSE
""	Laptm5	Q3TBK6_MOUSE
""	Laptm5	Q3TBQ5_MOUSE
""	Laptm5	Q3TC76_MOUSE
""	Laptm5	Q3TD09_MOUSE
""	Laptm5	Q3U6X9_MOUSE
""	Laptm5	Q3UD11_MOUSE
""	Laptm5	Q8BFZ0_MOUSE
""	Large1	LARG1_MOUSE
""	Large2	A2AHG6_MOUSE
""	Large2	H3BKM6_MOUSE
""	Large2	LARG2_MOUSE
""	Large2	LARG2_MOUSE
""	Large2	LARG2_MOUSE
""	Large2	Q14AT0_MOUSE
""	Large2	Q8BHM3_MOUSE
""	Larp1	LARP1_MOUSE
""	Larp1	LARP1_MOUSE
""	Larp1	Q3TEA9_MOUSE
""	Larp1	Z4YJT3_MOUSE
""	Larp1b	A0A0A6YWC2_MOUSE
""	Larp1b	F6U5V1_MOUSE
""	Larp1b	Q3TQS1_MOUSE
""	Larp1b	Q497V3_MOUSE
""	Larp1b	Q8BVS5_MOUSE
""	Larp1b	Q8C4B1_MOUSE
""	Larp1b	Q9D423_MOUSE
""	Larp4	A0A2R8VHW8_MOUSE
""	Larp4	A0A2R8VKL5_MOUSE
""	Larp4	A0A2R8W6Y5_MOUSE
""	Larp4	E9Q066_MOUSE
""	Larp4	G3X9Q6_MOUSE
""	Larp4	LARP4_MOUSE
""	Larp4	Q3T9Z3_MOUSE
""	Larp4	Q3UT02_MOUSE
""	Larp4b	LAR4B_MOUSE
""	Larp4b	LAR4B_MOUSE
""	Larp4b	LAR4B_MOUSE
""	Larp4b	Q80UQ3_MOUSE
""	Larp6	LARP6_MOUSE
""	Larp6	Q8C8C8_MOUSE
""	Larp7	LARP7_MOUSE
""	Larp7	LARP7_MOUSE
""	Lars	A0A494BA30_MOUSE
""	Lars	Q99JK2_MOUSE
""	Lars	SYLC_MOUSE
""	Lars2	A0A1L1SSW1_MOUSE
""	Lars2	Q14DP3_MOUSE
""	Lars2	Q14DS6_MOUSE
""	Lars2	Q3V3U1_MOUSE
""	Lars2	SYLM_MOUSE
""	Las1l	LAS1L_MOUSE
""	Las1l	LAS1L_MOUSE
""	Lasp1	LASP1_MOUSE
""	Lat	A0A0U1RP03_MOUSE
""	Lat	LAT_MOUSE
""	Lat	Q80UR6_MOUSE
""	Lat	Q8C2E5_MOUSE
""	Lat2	A0A0J9YU43_MOUSE
""	Lat2	NTAL_MOUSE
""	Lat2	NTAL_MOUSE
""	Lats1	LATS1_MOUSE
""	Lats2	G3UY78_MOUSE
""	Lats2	G3UZ29_MOUSE
""	Lats2	LATS2_MOUSE
""	Lats2	Q8VHE1_MOUSE
""	Lats2	Q8VHE2_MOUSE
""	Lax1	A0A087WQ47_MOUSE
""	Lax1	LAX1_MOUSE
""	Layn	A4QPF5_MOUSE
""	Layn	LAYN_MOUSE
""	Layn	LAYN_MOUSE
""	Lbh	LBH_MOUSE
""	Lbhd1	A0A087WPA0_MOUSE
""	Lbhd2	G3UW55_MOUSE
""	Lbp	A2AC65_MOUSE
""	Lbp	LBP_MOUSE
""	Lbr	LBR_MOUSE
""	Lbx1	LBX1_MOUSE
""	Lbx2	LBX2_MOUSE
""	Lca5	A0A087WRS6_MOUSE
""	Lca5	G5E886_MOUSE
""	Lca5	G5E887_MOUSE
""	Lca5	LCA5_MOUSE
""	Lca5	LCA5_MOUSE
""	Lca5l	A0A3B2W433_MOUSE
""	Lca5l	A0A5H1ZRK7_MOUSE
""	Lca5l	A0A5H1ZRL0_MOUSE
""	Lca5l	B7ZP37_MOUSE
""	Lca5l	LCA5L_MOUSE
""	Lca5l	LCA5L_MOUSE
""	Lca5l	LCA5L_MOUSE
""	Lcat	LCAT_MOUSE
""	Lce1a1	Q9CQH5_MOUSE
""	Lce1a2	Q9D1K4_MOUSE
""	Lce1b	Q9D149_MOUSE
""	Lce1c	Q9D1C5_MOUSE
""	Lce1d	Q9D731_MOUSE
""	Lce1e	Q9D139_MOUSE
""	Lce1f	B9EJP6_MOUSE
""	Lce1f	Q9D1I4_MOUSE
""	Lce1g	Q9D0X3_MOUSE
""	Lce1g	Q9D195_MOUSE
""	Lce1h	Q9D6R3_MOUSE
""	Lce1h	Q9D7A2_MOUSE
""	Lce1i	Q9D6P5_MOUSE
""	Lce1j	D3YUU5_MOUSE
""	Lce1k	J3QP15_MOUSE
""	Lce1l	Q9D1G7_MOUSE
""	Lce1m	Q9CR91_MOUSE
""	Lce3a	Q497I5_MOUSE
""	Lce3b	Q9CQM7_MOUSE
""	Lce3c	Q91V05_MOUSE
""	Lce3d	E9Q8V1_MOUSE
""	Lce3e	F8VQJ0_MOUSE
""	Lce3f	Q6PAI4_MOUSE
""	Lce6a	D3YV94_MOUSE
""	Lck	E9Q696_MOUSE
""	Lck	LCK_MOUSE
""	Lclat1	LCLT1_MOUSE
""	Lcmt1	A0A0U1RNF2_MOUSE
""	Lcmt1	A2RTH5_MOUSE
""	Lcmt1	Q6PDZ4_MOUSE
""	Lcmt1	Q78K29_MOUSE
""	Lcmt2	A2ARU0_MOUSE
""	Lcmt2	TYW4_MOUSE
""	Lcmt2	TYW4_MOUSE
""	Lcn10	LCN10_MOUSE
""	Lcn11	A2BHR2_MOUSE
""	Lcn12	LCN12_MOUSE
""	Lcn12	Q9D265_MOUSE
""	Lcn2	NGAL_MOUSE
""	Lcn3	Q14AJ3_MOUSE
""	Lcn3	VNS1_MOUSE
""	Lcn4	VNS2_MOUSE
""	Lcn5	LCN5_MOUSE
""	Lcn5	LCN5_MOUSE
""	Lcn5	LCN5_MOUSE
""	Lcn5	LCN5_MOUSE
""	Lcn6	A2AJB9_MOUSE
""	Lcn6	A2AJC0_MOUSE
""	Lcn6	A2AJC1_MOUSE
""	Lcn6	G8XSM1_MOUSE
""	Lcn6	Q8CC77_MOUSE
""	Lcn8	LCN8_MOUSE
""	Lcn9	LCN9_MOUSE
""	Lcor	A0A571BE94_MOUSE
""	Lcor	A0A571BF12_MOUSE
""	Lcor	F6RGI3_MOUSE
""	Lcor	LCOR_MOUSE
""	Lcorl	A0A571BEC4_MOUSE
""	Lcorl	E9PXY2_MOUSE
""	Lcorl	LCORL_MOUSE
""	Lcorl	LCORL_MOUSE
""	Lcorl	LCORL_MOUSE
""	Lcorl	LCORL_MOUSE
""	Lcorl	LCORL_MOUSE
""	Lcp1	PLSL_MOUSE
""	Lcp1	Q3TAL9_MOUSE
""	Lcp1	Q3TJX0_MOUSE
""	Lcp1	Q3U6N7_MOUSE
""	Lcp1	Q3U6Z1_MOUSE
""	Lcp1	Q3U9M7_MOUSE
""	Lcp2	B1ATD1_MOUSE
""	Lcp2	LCP2_MOUSE
""	Lcp2	Q3U5Y3_MOUSE
""	Lct	F8VPT3_MOUSE
""	Lct	Q5XLR9_MOUSE
""	Lctl	D3YTQ7_MOUSE
""	Lctl	D6RI22_MOUSE
""	Lctl	LCTL_MOUSE
""	Lctl	LCTL_MOUSE
""	Ldah	A0A0F6AIX5_MOUSE
""	Ldah	A0A0F6AIX6_MOUSE
""	Ldah	A0A1W2P6J8_MOUSE
""	Ldah	A0A1W2P7C8_MOUSE
""	Ldah	A0A1W2P818_MOUSE
""	Ldah	LDAH_MOUSE
""	Ldah	LDAH_MOUSE
""	Ldah	LDAH_MOUSE
""	Ldah	LDAH_MOUSE
""	Ldb1	D3Z1C5_MOUSE
""	Ldb1	LDB1_MOUSE
""	Ldb1	LDB1_MOUSE
""	Ldb1	LDB1_MOUSE
""	Ldb2	A0A0G2JFS7_MOUSE
""	Ldb2	LDB2_MOUSE
""	Ldb2	LDB2_MOUSE
""	Ldb2	LDB2_MOUSE
""	Ldb3	E9PYJ9_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldb3	LDB3_MOUSE
""	Ldc1	B7ZWH9_MOUSE
""	Ldc1	Q3UNZ2_MOUSE
""	Ldha	A0A1B0GQX5_MOUSE
""	Ldha	A0A1B0GS79_MOUSE
""	Ldha	A0A1B0GSR9_MOUSE
""	Ldha	A0A1B0GSX0_MOUSE
""	Ldha	LDHA_MOUSE
""	Ldha	Q3TCI7_MOUSE
""	Ldha	Q3THB4_MOUSE
""	Ldha	Q3TI99_MOUSE
""	Ldha	Q3UDU4_MOUSE
""	Ldha	Q6NXW3_MOUSE
""	Ldhal6b	Q8BVP2_MOUSE
""	Ldhb	A0A6I8MX27_MOUSE
""	Ldhb	LDHB_MOUSE
""	Ldhb	Q5M8R7_MOUSE
""	Ldhc	A0A1B0GRE9_MOUSE
""	Ldhc	A0A1B0GSR2_MOUSE
""	Ldhc	LDHC_MOUSE
""	Ldhc	Q64483_MOUSE
""	Ldhd	LDHD_MOUSE
""	Ldhd	Q9D635_MOUSE
""	Ldlr	A0A1L1SRE8_MOUSE
""	Ldlr	LDLR_MOUSE
""	Ldlr	Q3TDD1_MOUSE
""	Ldlr	Q3TVR4_MOUSE
""	Ldlr	Q3U8R7_MOUSE
""	Ldlr	Q8CAV5_MOUSE
""	Ldlr	Q8VCT0_MOUSE
""	Ldlr	Q91ZJ1_MOUSE
""	Ldlrad1	D3YYZ1_MOUSE
""	Ldlrad2	A0A5F8MPH1_MOUSE
""	Ldlrad2	Q3V0V0_MOUSE
""	Ldlrad3	B7ZND2_MOUSE
""	Ldlrad3	LRAD3_MOUSE
""	Ldlrad3	LRAD3_MOUSE
""	Ldlrad3	LRAD3_MOUSE
""	Ldlrad4	LRAD4_MOUSE
""	Ldlrad4	Q8BYE2_MOUSE
""	Ldlrap1	ARH_MOUSE
""	Ldoc1	LDOC1_MOUSE
""	Leap2	LEAP2_MOUSE
""	Lect2	A0A0R4J0R8_MOUSE
""	Lect2	A0A286YE52_MOUSE
""	Lect2	LECT2_MOUSE
""	Lect2	LECT2_MOUSE
""	Lef1	D3Z654_MOUSE
""	Lef1	LEF1_MOUSE
""	Lef1	LEF1_MOUSE
""	Lef1	Q3TEN5_MOUSE
""	Lef1	Q8BGZ9_MOUSE
""	Lef1	Q8C402_MOUSE
""	Lefty1	LFTY1_MOUSE
""	Lefty2	LFTY2_MOUSE
""	Lekr1	A0A571BF98_MOUSE
""	Lekr1	B2RVN1_MOUSE
""	Lekr1	Q3UVB4_MOUSE
""	Lelp1	LELP1_MOUSE
""	Lemd1	A0A087WPB5_MOUSE
""	Lemd1	A0A087WQH1_MOUSE
""	Lemd1	A0A087WR04_MOUSE
""	Lemd1	A0A087WR92_MOUSE
""	Lemd1	A0A494B999_MOUSE
""	Lemd1	LEMD1_MOUSE
""	Lemd2	LEMD2_MOUSE
""	Lemd3	D3YU56_MOUSE
""	Lemd3	E9QP59_MOUSE
""	Lemd3	MAN1_MOUSE
""	Lemd3	MAN1_MOUSE
""	Lenep	LENEP_MOUSE
""	Leng1	LENG1_MOUSE
""	Leng8	D3YWS8_MOUSE
""	Leng8	LENG8_MOUSE
""	Leng8	LENG8_MOUSE
""	Leng9	LENG9_MOUSE
""	Leo1	LEO1_MOUSE
""	Leo1	LEO1_MOUSE
""	Lep	E9M0G2_MOUSE
""	Lep	LEP_MOUSE
""	Lepr	LEPR_MOUSE
""	Lepr	LEPR_MOUSE
""	Lepr	LEPR_MOUSE
""	Lepr	LEPR_MOUSE
""	Lepr	LEPR_MOUSE
""	Lepr	Q3UNU8_MOUSE
""	Lepr	Q3US58_MOUSE
""	Lepr	Q640Q2_MOUSE
""	Leprot	OBRG_MOUSE
""	Leprot	OBRG_MOUSE
""	Leprotl1	LERL1_MOUSE
""	Leprotl1	Q3U3K5_MOUSE
""	Letm1	A0A0J9YTQ9_MOUSE
""	Letm1	LETM1_MOUSE
""	Letm2	A0A1B0GRG0_MOUSE
""	Letm2	A0A1B0GSR0_MOUSE
""	Letm2	A0A1B0GT74_MOUSE
""	Letm2	LETM2_MOUSE
""	Letm2	Q8CC29_MOUSE
""	Letmd1	A0A2R8VK53_MOUSE
""	Letmd1	LTMD1_MOUSE
""	Letmd1	LTMD1_MOUSE
""	Letmd1	LTMD1_MOUSE
""	Lexm	LEXM_MOUSE
""	Lfng	LFNG_MOUSE
""	Lfng	Q08EF2_MOUSE
""	Lgals1	A0A2R8VHJ0_MOUSE
""	Lgals1	LEG1_MOUSE
""	Lgals12	LEG12_MOUSE
""	Lgals12	LEG12_MOUSE
""	Lgals12	Q8C3K0_MOUSE
""	Lgals2	LEG2_MOUSE
""	Lgals2	Q8K1I1_MOUSE
""	Lgals3	LEG3_MOUSE
""	Lgals3	Q8C253_MOUSE
""	Lgals3bp	LG3BP_MOUSE
""	Lgals4	A0A140LHI8_MOUSE
""	Lgals4	LEG4_MOUSE
""	Lgals4	Q52LA0_MOUSE
""	Lgals6	LEG6_MOUSE
""	Lgals7	LEG7_MOUSE
""	Lgals7	Q99ML7_MOUSE
""	Lgals7	Q9CRB1_MOUSE
""	Lgals7	Q9D7K4_MOUSE
""	Lgals8	A8DIL0_MOUSE
""	Lgals8	LEG8_MOUSE
""	Lgals8	Q8C6H0_MOUSE
""	Lgals9	B1AQR8_MOUSE
""	Lgals9	G3X9T7_MOUSE
""	Lgals9	LEG9_MOUSE
""	Lgals9	LEG9_MOUSE
""	Lgals9	LEG9_MOUSE
""	Lgalsl	LEGL_MOUSE
""	Lgi1	A0A0G2JEY8_MOUSE
""	Lgi1	A0A0G2JFT0_MOUSE
""	Lgi1	A0A0G2JGB7_MOUSE
""	Lgi1	A0A0G2JGE8_MOUSE
""	Lgi1	LGI1_MOUSE
""	Lgi2	LGI2_MOUSE
""	Lgi2	LGI2_MOUSE
""	Lgi2	Q50DZ7_MOUSE
""	Lgi2	Q8BYS1_MOUSE
""	Lgi3	A0A2I3BPU5_MOUSE
""	Lgi3	LGI3_MOUSE
""	Lgi3	Q3V1R3_MOUSE
""	Lgi4	LGI4_MOUSE
""	Lgi4	Q3UYI9_MOUSE
""	Lgi4	Q4KMN2_MOUSE
""	Lgmn	LGMN_MOUSE
""	Lgr4	LGR4_MOUSE
""	Lgr4	LGR4_MOUSE
""	Lgr4	Q8BZR7_MOUSE
""	Lgr5	G3UXI8_MOUSE
""	Lgr5	G3UXX4_MOUSE
""	Lgr5	LGR5_MOUSE
""	Lgr5	Q8C8A7_MOUSE
""	Lgr6	D3Z6S4_MOUSE
""	Lgr6	LGR6_MOUSE
""	Lgsn	LGSN_MOUSE
""	Lhb	A0A571BEL8_MOUSE
""	Lhb	G3X9G6_MOUSE
""	Lhb	LSHB_MOUSE
""	Lhb	Q3UUG9_MOUSE
""	Lhcgr	A0A3Q4EH58_MOUSE
""	Lhcgr	LSHR_MOUSE
""	Lhfp	LHPL6_MOUSE
""	Lhfp	Q3TAK2_MOUSE
""	Lhfpl1	LHPL1_MOUSE
""	Lhfpl2	LHPL2_MOUSE
